resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,driverRef,number_y,code,forename,surname,dob,nationality,url
1183,73,37,1,10.0,8,5,5,5,4,57,+1:04.988,5423519,43,1,1:31.447,213.054,1,2005,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa
1184,73,17,3,7.0,5,6,6,6,3,57,+1:14.701,5433232,20,10,1:33.087,209.300,1,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1185,73,13,15,12.0,12,7,7,7,2,56,\N,\N,40,12,1:33.326,208.764,11,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1186,73,14,9,14.0,14,8,8,8,1,56,\N,\N,42,13,1:33.417,208.561,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1187,73,22,6,2.0,20,9,9,9,0,56,\N,\N,23,8,1:32.976,209.550,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1188,73,33,17,18.0,16,10,10,10,0,55,\N,\N,18,15,1:35.744,203.492,12,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1189,73,35,15,11.0,15,11,11,11,0,54,\N,\N,24,14,1:33.458,208.470,22,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1190,73,40,18,20.0,19,12,12,12,0,54,\N,\N,16,16,1:36.432,202.040,13,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1191,73,27,18,21.0,18,13,13,13,0,53,\N,\N,3,17,1:36.913,201.038,14,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1192,73,18,16,3.0,11,\N,R,14,0,46,\N,\N,45,5,1:32.411,210.832,8,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1193,73,11,16,4.0,13,\N,R,15,0,27,\N,\N,23,11,1:33.124,209.217,23,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1194,73,2,3,8.0,4,\N,R,16,0,25,\N,\N,19,9,1:33.055,209.372,5,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1195,73,30,6,1.0,2,\N,R,17,0,12,\N,\N,7,7,1:32.886,209.753,9,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1196,73,21,4,6.0,10,\N,R,18,0,4,\N,\N,2,18,1:37.036,200.783,5,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1197,73,39,17,19.0,17,\N,R,19,0,2,\N,\N,2,19,1:37.533,199.760,10,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1198,73,32,9,15.0,7,\N,W,20,0,0,\N,\N,\N,\N,\N,\N,10,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1199,74,4,4,5.0,2,1,1,1,10,62,1:27:41.921,5261921,22,4,1:23.133,213.619,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1200,74,30,6,1.0,13,2,2,2,8,62,+0.215,5262136,48,1,1:21.858,216.946,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1201,74,25,1,10.0,7,3,3,3,6,62,+27.554,5289475,24,3,1:23.023,213.902,1,2005,wurz,\N,WUR,Alexander,Wurz,1974-02-15,Austrian,http://en.wikipedia.org/wiki/Alexander_Wurz
1202,74,35,15,11.0,11,4,4,4,5,62,+1:04.442,5326363,45,10,1:24.017,211.371,1,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1203,74,15,7,16.0,5,5,5,5,4,62,+1:10.258,5332179,44,11,1:24.022,211.358,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1204,74,2,3,8.0,8,6,6,6,3,62,+1:11.282,5333203,54,9,1:23.917,211.623,1,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1205,74,17,3,7.0,4,7,7,7,2,62,+1:23.297,5345218,17,14,1:24.419,210.364,1,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1206,74,24,9,15.0,15,8,8,8,1,62,+1:23.764,5345685,46,7,1:23.488,212.710,1,2005,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
1207,74,23,7,17.0,10,9,9,9,0,62,+1:35.841,5357762,19,13,1:24.230,210.836,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1208,74,13,15,12.0,18,10,10,10,0,61,\N,\N,37,8,1:23.602,212.420,11,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1209,74,14,9,14.0,14,11,11,11,0,61,\N,\N,22,16,1:24.641,209.813,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1210,74,39,17,19.0,16,12,12,12,0,61,\N,\N,20,12,1:24.094,211.177,11,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1211,74,33,17,18.0,17,13,13,13,0,60,\N,\N,19,17,1:24.719,209.620,12,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1212,74,27,18,21.0,20,\N,R,14,0,20,\N,\N,18,19,1:27.420,203.143,9,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1213,74,22,6,2.0,9,\N,R,15,0,18,\N,\N,13,15,1:24.435,210.325,10,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1214,74,8,1,9.0,1,\N,R,16,0,9,\N,\N,8,5,1:23.296,213.201,30,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1215,74,40,18,20.0,19,\N,R,17,0,8,\N,\N,5,20,1:28.334,201.041,8,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1216,74,21,4,6.0,12,\N,R,18,0,5,\N,\N,4,18,1:25.665,207.305,3,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1217,74,18,16,3.0,3,\N,D,19,0,62,+10.4,5272321,22,2,1:22.604,214.987,2,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1218,74,11,16,4.0,6,\N,D,20,0,62,+34.7,5296621,23,6,1:23.368,213.016,2,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1219,75,8,1,9.0,1,1,1,1,10,66,1:27:16.830,5236830,41,4,1:15.977,219.240,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1220,75,4,4,5.0,3,2,2,2,8,66,+27.652,5264482,59,5,1:16.098,218.891,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1221,75,15,7,16.0,5,3,3,3,6,66,+45.947,5282777,63,8,1:16.614,217.417,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1222,75,23,7,17.0,4,4,4,4,5,66,+46.719,5283549,63,6,1:16.469,217.829,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1223,75,21,4,6.0,6,5,5,5,4,66,+57.936,5294766,66,1,1:15.641,220.213,1,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1224,75,17,3,7.0,2,6,6,6,3,66,+1:08.542,5305372,62,9,1:16.761,217.000,1,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1225,75,31,1,10.0,7,7,7,7,2,65,\N,\N,55,3,1:15.771,219.836,11,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1226,75,14,9,14.0,9,8,8,8,1,65,\N,\N,65,11,1:16.947,216.476,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1227,75,22,6,2.0,16,9,9,9,0,65,\N,\N,64,12,1:17.156,215.889,11,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1228,75,2,3,8.0,17,10,10,10,0,65,\N,\N,60,7,1:16.519,217.687,11,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1229,75,13,15,12.0,10,11,11,11,0,63,\N,\N,51,10,1:16.802,216.884,46,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1230,75,33,17,18.0,18,12,12,12,0,63,\N,\N,22,14,1:18.998,210.855,13,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1231,75,39,17,19.0,13,13,13,13,0,63,\N,\N,16,16,1:19.734,208.909,13,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1232,75,35,15,11.0,12,\N,R,14,0,51,\N,\N,43,13,1:17.585,214.696,5,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1233,75,30,6,1.0,8,\N,R,15,0,46,\N,\N,31,2,1:15.648,220.193,29,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1234,75,27,18,21.0,14,\N,R,16,0,19,\N,\N,15,17,1:20.124,207.892,6,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1235,75,40,18,20.0,15,\N,R,17,0,11,\N,\N,10,18,1:20.865,205.987,20,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1236,75,24,9,15.0,11,\N,R,18,0,9,\N,\N,9,15,1:19.435,209.695,20,2005,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
1237,76,8,1,9.0,1,1,1,1,10,78,1:45:15.556,6315556,41,2,1:15.921,158.375,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1238,76,2,3,8.0,6,2,2,2,8,78,+13.877,6329433,15,9,1:17.159,155.834,1,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1239,76,17,3,7.0,3,3,3,3,6,78,+18.484,6334040,77,7,1:16.971,156.214,1,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1240,76,4,4,5.0,2,4,4,4,5,78,+36.487,6352043,19,3,1:16.600,156.971,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1241,76,31,1,10.0,16,5,5,5,4,78,+36.647,6352203,50,10,1:17.403,155.342,1,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1242,76,23,7,17.0,18,6,6,6,3,78,+37.117,6352673,11,8,1:17.070,156.014,1,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1243,76,30,6,1.0,8,7,7,7,2,78,+37.223,6352779,40,1,1:15.842,158.540,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1244,76,22,6,2.0,10,8,8,8,1,78,+37.570,6353126,51,6,1:16.916,156.326,1,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1245,76,13,15,12.0,11,9,9,9,0,77,\N,\N,16,13,1:17.799,154.552,11,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1246,76,15,7,16.0,5,10,10,10,0,77,\N,\N,38,5,1:16.812,156.538,11,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1247,76,35,15,11.0,9,11,11,11,0,77,\N,\N,17,11,1:17.482,155.184,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1248,76,21,4,6.0,4,12,12,12,0,77,\N,\N,20,4,1:16.776,156.611,11,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1249,76,33,17,18.0,15,13,13,13,0,75,\N,\N,12,17,1:20.747,148.909,13,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1250,76,27,18,21.0,14,14,14,14,0,73,\N,\N,22,16,1:20.237,149.856,15,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1251,76,24,9,15.0,12,\N,R,15,0,59,\N,\N,43,14,1:18.030,154.094,3,2005,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
1252,76,40,18,20.0,13,\N,R,16,0,29,\N,\N,19,15,1:19.037,152.131,3,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1253,76,14,9,14.0,7,\N,R,17,0,23,\N,\N,15,12,1:17.693,154.762,3,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1254,76,39,17,19.0,17,\N,R,18,0,18,\N,\N,14,18,1:22.019,146.600,9,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1255,77,4,4,5.0,6,1,1,1,10,59,1:31:46.648,5506648,44,1,1:30.711,204.305,1,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1256,77,2,3,8.0,1,2,2,2,8,59,+16.567,5523215,9,4,1:31.124,203.380,1,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1257,77,22,6,2.0,7,3,3,3,6,59,+18.549,5525197,44,3,1:31.028,203.594,1,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1258,77,14,9,14.0,12,4,4,4,5,59,+31.588,5538236,19,5,1:31.306,202.974,1,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1259,77,30,6,1.0,10,5,5,5,4,59,+50.445,5557093,19,6,1:31.503,202.537,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1260,77,21,4,6.0,9,6,6,6,3,59,+51.932,5558580,47,7,1:31.708,202.084,1,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1261,77,31,1,10.0,5,7,7,7,2,59,+58.173,5564821,42,10,1:31.807,201.866,1,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1262,77,15,7,16.0,4,8,8,8,1,59,+1:11.091,5577739,43,9,1:31.779,201.928,1,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1263,77,24,9,15.0,14,9,9,9,0,59,+1:11.529,5578177,43,13,1:31.971,201.506,1,2005,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi
1264,77,18,16,3.0,13,10,10,10,0,59,+1:35.786,5602434,20,12,1:31.955,201.542,1,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1265,77,8,1,9.0,2,11,11,11,0,58,\N,\N,9,2,1:30.940,203.791,3,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1266,77,11,16,4.0,16,12,12,12,0,58,\N,\N,26,11,1:31.889,201.686,11,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1267,77,35,15,11.0,15,13,13,13,0,58,\N,\N,41,15,1:32.583,200.174,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1268,77,13,15,12.0,11,14,14,14,0,58,\N,\N,18,14,1:32.329,200.725,11,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1269,77,33,17,18.0,17,15,15,15,0,58,\N,\N,39,17,1:33.425,198.370,11,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1270,77,39,17,19.0,19,16,16,16,0,58,\N,\N,21,16,1:33.292,198.653,11,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1271,77,27,18,21.0,20,17,17,17,0,57,\N,\N,18,18,1:35.047,194.985,12,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1272,77,40,18,20.0,18,18,18,18,0,56,\N,\N,18,19,1:35.536,193.987,13,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1273,77,23,7,17.0,8,\N,R,19,0,33,\N,\N,25,8,1:31.724,202.049,20,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1274,77,17,3,7.0,3,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,3,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1275,78,8,1,9.0,7,1,1,1,10,70,1:32:09.290,5529290,23,1,1:14.384,211.061,1,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1276,78,30,6,1.0,2,2,2,2,8,70,+1.1,5530390,32,4,1:14.868,209.697,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1277,78,22,6,2.0,20,3,3,3,6,70,+40.4,5569690,46,8,1:15.480,207.996,1,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1278,78,13,15,12.0,11,4,4,4,5,70,+55.1,5584390,18,13,1:16.008,206.551,1,2005,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
1279,78,17,3,7.0,14,5,5,5,4,70,+55.7,5584990,23,7,1:15.401,208.214,1,2005,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
1280,78,23,7,17.0,10,6,6,6,3,69,\N,\N,44,10,1:15.827,207.044,11,2005,ralf_schumacher,\N,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher
1281,78,14,9,14.0,12,7,7,7,2,69,\N,\N,17,16,1:16.414,205.454,11,2005,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
1282,78,32,9,15.0,16,8,8,8,1,69,\N,\N,46,15,1:16.299,205.764,11,2005,klien,\N,KLI,Christian,Klien,1983-02-07,Austrian,http://en.wikipedia.org/wiki/Christian_Klien
1283,78,35,15,11.0,8,9,9,9,0,69,\N,\N,26,12,1:15.945,206.723,11,2005,villeneuve,\N,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve
1284,78,33,17,18.0,18,10,10,10,0,67,\N,\N,19,18,1:17.344,202.984,13,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1285,78,27,18,21.0,15,11,11,11,0,67,\N,\N,15,19,1:18.462,200.091,13,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1286,78,15,7,16.0,9,\N,R,12,0,62,\N,\N,43,11,1:15.872,206.922,23,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1287,78,18,16,3.0,1,\N,R,13,0,46,\N,\N,30,6,1:15.189,208.801,3,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1288,78,2,3,8.0,13,\N,R,14,0,43,\N,\N,20,9,1:15.752,207.249,5,2005,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
1289,78,11,16,4.0,6,\N,R,15,0,40,\N,\N,14,14,1:16.044,206.454,23,2005,sato,\N,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato
1290,78,40,18,20.0,19,\N,R,16,0,39,\N,\N,33,20,1:18.709,199.463,9,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1291,78,4,4,5.0,3,\N,R,17,0,38,\N,\N,38,3,1:14.727,210.092,22,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1292,78,21,4,6.0,4,\N,R,18,0,32,\N,\N,24,5,1:14.890,209.635,9,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1293,78,39,17,19.0,17,\N,R,19,0,24,\N,\N,20,17,1:17.015,203.851,22,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1294,78,31,1,10.0,5,\N,D,20,0,52,\N,\N,24,2,1:14.576,210.518,2,2005,montoya,\N,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
1295,79,30,6,1.0,5,1,1,1,10,73,1:29:43.181,5383181,48,1,1:11.497,211.074,1,2005,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher
1296,79,22,6,2.0,7,2,2,2,8,73,+1.5,5384681,48,2,1:11.649,210.626,1,2005,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
1297,79,33,17,18.0,17,3,3,3,6,72,\N,\N,44,3,1:13.237,206.059,11,2005,monteiro,\N,TMO,Tiago,Monteiro,1976-07-24,Portuguese,http://en.wikipedia.org/wiki/Tiago_Monteiro
1298,79,39,17,19.0,19,4,4,4,5,72,\N,\N,65,4,1:13.370,205.686,11,2005,karthikeyan,\N,KAR,Narain,Karthikeyan,1977-01-14,Indian,http://en.wikipedia.org/wiki/Narain_Karthikeyan
1299,79,27,18,21.0,18,5,5,5,4,71,\N,\N,2,5,1:13.907,204.191,12,2005,albers,\N,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
1300,79,40,18,20.0,20,6,6,6,3,71,\N,\N,43,6,1:14.490,202.593,12,2005,friesacher,\N,FRI,Patrick,Friesacher,1980-09-26,Austrian,http://en.wikipedia.org/wiki/Patrick_Friesacher
1301,79,15,7,16.0,1,\N,W,7,0,0,\N,\N,\N,\N,\N,\N,54,2005,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
1302,79,8,1,9.0,2,\N,W,8,0,0,\N,\N,\N,\N,\N,\N,54,2005,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
1303,79,18,16,3.0,3,\N,W,9,0,0,\N,\N,\N,\N,\N,\N,54,2005,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
1304,79,21,4,6.0,4,\N,W,10,0,0,\N,\N,\N,\N,\N,\N,54,2005,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
1305,79,4,4,5.0,6,\N,W,11,0,0,\N,\N,\N,\N,\N,\N,54,2005,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
